,OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,Region Name,county,state_code,state,type,latitude,longitude,area_code,population,households,median_income,land_area,water_area,time_zone,State
29287,SO - 0004759,2015-11-23,87,Distributor,USD,AXW291,553,18,7,3309.8,23168.600000000002,1886.586,Johnson Ltd,Product 18,New Bedford,Bristol County,MA,Massachusetts,City,41.63622,-70.93421,774,94958,39141,37574,51792301,10707139,America/New York,Massachusetts
29288,SO - 0008132,2015-11-23,74,Distributor,USD,AXW291,585,6,12,911.2,10934.400000000001,537.608,Dazzlesphe Corp,Product 6,Dearborn,Wayne County,MI,Michigan,City,42.32226,-83.17631,313,95171,31502,47375,62756768,638955,America/Detroit,Michigan
29289,SO - 0010185,2015-11-23,60,Wholesale,USD,FLR025,163,2,10,1132.3,11323.0,566.15,BTA Corp,Product 2,Redondo Beach,Los Angeles County,CA,California,City,33.84918,-118.38841,424,68166,27733,105145,16053735,26297,America/Los Angeles,California
29290,SO - 0008940,2015-11-23,16,Distributor,USD,GUT930,605,26,6,2278.0,13668.0,1321.24,Arbor Company,Product 26,Taylor,Wayne County,MI,Michigan,City,42.24087,-83.26965,313,61568,23742,40545,61116830,95634,America/Detroit,Michigan
29291,SO - 0005594,2015-11-24,93,Export,USD,AXW291,198,25,9,6177.400000000001,55596.600000000006,3397.5700000000006,Meejo Corp,Product 25,Stockton,San Joaquin County,CA,California,City,37.9577,-121.29078,209,305658,92440,44797,159717213,7984586,America/Los Angeles,California
29292,SO - 0007232,2015-11-24,171,Wholesale,USD,AXW291,341,1,6,3537.6,21225.6,1627.296,Accord Group,Product 1,Sunrise,Broward County,FL,Florida,City,26.1716,-80.26163,954,92700,31354,49806,42335506,5032750,America/New York,Florida
29293,SO - 0010468,2015-11-24,61,Wholesale,USD,GUT930,99,15,9,214.4,1929.6000000000001,135.072,Eidel Corp,Product 15,Hanford,Kings County,CA,California,City,36.32745,-119.64568,559,55659,17414,53986,43521432,0,America/Los Angeles,California
29294,SO - 0008182,2015-11-24,125,Wholesale,USD,FLR025,454,13,12,1728.6000000000001,20743.2,726.0120000000001,Zooveo Company,Product 13,Schaumburg,Cook County/DuPage County,IL,Illinois,Village,42.02901,-88.08366,630,74693,30011,74086,49947601,292112,America/Chicago,Illinois
29295,SO - 000369,2015-11-24,173,Export,USD,FLR025,937,20,11,3758.7000000000003,41345.700000000004,1954.5240000000001,H Ltd,Product 20,West Jordan,Salt Lake County,UT,Utah,City,40.60967,-111.9391,385,111946,31742,68442,83717638,0,America/Denver,Utah
29296,SO - 000467,2015-11-24,71,Distributor,USD,FLR025,505,7,8,2653.2000000000003,21225.600000000002,1857.24,Remedy Ltd,Product 7,Pike,Marion County,IN,Indiana,Township,39.87571,-86.26625,317,81408,31112,47149,107838062,6181081,America/Indiana/Indianapolis,Indiana
29297,SO - 0003035,2015-11-24,2,Wholesale,USD,AXW291,678,30,12,4006.6,48079.2,1843.036,Jaxbean Group,Product 30,Bayonne,Hudson County,NJ,New Jersey,City,40.66871,-74.11431,551,66311,25474,54413,15077580,13644570,America/New York,New Jersey
29298,SO - 0004533,2015-11-24,82,Wholesale,USD,GUT930,724,26,8,1112.2,8897.6,856.394,Accudial Company,Product 26,North Las Vegas,Clark County,NV,Nevada,City,36.19886,-115.1175,702,234807,68686,52511,253858818,112001,America/Los Angeles,Nevada
29299,SO - 0004661,2015-11-24,30,Distributor,USD,AXW291,323,1,6,1829.1000000000001,10974.6,749.931,Shuffledri Group,Product 1,Palm Beach Gardens,Palm Beach County,FL,Florida,City,26.82339,-80.13865,561,52923,22945,68802,145122054,631694,America/New York,Florida
29300,SO - 0007711,2015-11-24,144,Wholesale,USD,AXW291,18,3,12,1132.3,13587.599999999999,781.2869999999999,Wordpedia Ltd,Product 3,Avondale,Maricopa County,AZ,Arizona,City,33.4356,-112.3496,623,80684,23516,55100,117194469,186352,America/Phoenix,Arizona
29301,SO - 0009074,2015-11-24,69,Export,USD,GUT930,417,13,6,5212.6,31275.600000000002,2814.8040000000005,Vinte Group,Product 13,Frankfort (Township),Will County,IL,Illinois,Township,41.5136,-87.84645,815,58934,19051,96853,95349287,52823,America/Chicago,Illinois
29302,SO - 000108,2015-11-24,20,Distributor,USD,NXH382,956,10,10,1815.7,18157.0,1525.1879999999999,Tagfeed Ltd,Product 10,Auburn,King County/Pierce County,WA,Washington,City,47.30377,-122.21,253,77006,27280,59347,76842195,555761,America/Los Angeles,Washington
29303,SO - 0004872,2015-11-24,159,Distributor,USD,GUT930,542,13,8,5936.2,47489.6,3027.462,Quaxo Ltd,Product 13,Cambridge,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York,Massachusetts
29304,SO - 0006697,2015-11-24,160,Export,USD,AXW291,845,14,10,1313.2,13132.0,577.808,Browsebug Company,Product 14,Bartlett,Shelby County,TN,Tennessee,City,35.20453,-89.87398,901,58579,19881,81158,83594708,46919,America/Chicago,Tennessee
29305,SO - 0007527,2015-11-24,6,Wholesale,USD,AXW291,695,1,6,1159.1000000000001,6954.6,869.325,Family Corp,Product 1,Lakewood (Township),Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,848,99262,24256,40983,63922604,1031279,America/New York,New Jersey
29306,SO - 0008922,2015-11-24,168,Distributor,USD,NXH382,54,3,11,2606.3,28669.300000000003,1068.583,Podcat Corp,Product 3,Carlsbad,San Diego County,CA,California,City,33.15809,-117.35059,760,113453,42791,90597,97713477,3595655,America/Los Angeles,California
29307,SO - 0009534,2015-11-24,16,Wholesale,USD,AXW291,714,17,5,5219.3,26096.5,3027.194,Arbor Company,Product 17,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,551,53366,19161,45370,2575149,864403,America/New York,New Jersey
29308,SO - 000201,2015-11-24,121,Wholesale,USD,AXW291,218,25,6,1983.2,11899.2,1447.736,Tambee Company,Product 25,West Sacramento,Yolo County,CA,California,City,38.58046,-121.53023,530,52721,17930,52763,55673946,3495787,America/Los Angeles,California
29309,SO - 000978,2015-11-24,106,Wholesale,USD,AXW291,177,24,8,180.9,1447.2,135.675,Organon Corp,Product 24,San Diego,San Diego County,CA,California,City,32.71533,-117.15726,619,1394928,485091,66116,842252395,122244773,America/Los Angeles,California
29310,SO - 0006334,2015-11-24,174,Wholesale,USD,NXH382,97,5,12,1125.6000000000001,13507.2,472.75200000000007,Tekfly Group,Product 5,Glendora,Los Angeles County,CA,California,City,34.13612,-117.86534,626,52009,16722,75148,50251851,403066,America/Los Angeles,California
29311,SO - 0007088,2015-11-24,137,Distributor,USD,AXW291,389,8,9,3986.5,35878.5,2631.09,Aldi Ltd,Product 8,Aurora,Kendall County/Kane County/Will County/DuPage County,IL,Illinois,City,41.76346,-88.2901,630,200661,61449,63090,116273603,2278285,America/Chicago,Illinois
29312,SO - 0007334,2015-11-24,61,Wholesale,USD,GUT930,42,15,9,214.4,1929.6000000000001,135.072,Eidel Corp,Product 15,Antioch,Contra Costa County,CA,California,City,38.00492,-121.80579,925,110542,33718,64329,76173197,1842711,America/Los Angeles,California
29313,SO - 000396,2015-11-24,133,Distributor,USD,NXH382,426,15,11,1728.6000000000001,19014.600000000002,1140.8760000000002,Mydo Corp,Product 15,Lockport (Township),Will County,IL,Illinois,Township,41.59625,-88.08915,815,60056,20428,60827,93102197,1608475,America/Chicago,Illinois
29314,SO - 000839,2015-11-24,65,Wholesale,USD,AXW291,441,24,5,3993.2000000000003,19966.0,1876.804,CARDINAL Group,Product 24,Orland,Cook County,IL,Illinois,Township,41.59859,-87.85041,708,99816,35941,82077,92383151,1860231,America/Chicago,Illinois
29315,SO - 0001901,2015-11-24,158,Distributor,USD,AXW291,314,15,6,1179.2,7075.200000000001,754.688,Linklinks Ltd,Product 15,Miami,Miami-Dade County,FL,Florida,City,25.77427,-80.19366,305,441003,157347,31051,93204587,51995800,America/New York,Florida
29316,SO - 0002313,2015-11-24,54,Wholesale,USD,NXH382,628,25,11,1876.0,20636.0,994.2800000000001,Revitol Company,Product 25,Rochester,Olmsted County,MN,Minnesota,City,44.02163,-92.4699,507,112225,43634,64554,141314495,403646,America/Chicago,Minnesota
29317,SO - 0002417,2015-11-24,137,Export,USD,AXW291,815,26,5,241.20000000000002,1206.0,101.304,Aldi Ltd,Product 26,Salem,Marion County/Polk County,OR,Oregon,City,44.92371,-123.02319,503,164549,57729,47191,125786966,1433926,America/Los Angeles,Oregon
29318,SO - 0002479,2015-11-24,81,Wholesale,USD,GUT930,41,15,6,3155.7000000000003,18934.2,1704.0780000000002,General Company,Product 15,Anaheim,Orange County,CA,California,City,33.83529,-117.9145,657,350742,99670,60752,129438076,2457142,America/Los Angeles,California
29319,SO - 0002638,2015-11-24,113,Wholesale,USD,GUT930,455,27,11,3953.0,43483.0,1976.5,Talane Group,Product 27,Schaumburg (Township),Cook County,IL,Illinois,Township,42.02911,-88.08951,630,132162,49006,74034,79648612,555721,America/Chicago,Illinois
29320,SO - 0003314,2015-11-24,85,Distributor,USD,AXW291,650,26,12,4006.6,48079.2,2123.498,Lazzy Group,Product 26,Missoula,Missoula County,MT,Montana,City,46.87215,-113.994,406,71022,29860,41421,75611746,477802,America/Denver,Montana
29321,SO - 0003819,2015-11-24,72,Wholesale,USD,GUT930,662,25,9,1098.8,9889.199999999999,802.1239999999999,Wordware Company,Product 25,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,NC,North Carolina,City,35.98998,-79.99047,336,110268,40973,42299,142972062,3925954,America/New York,North Carolina
29322,SO - 0004710,2015-11-24,119,Wholesale,USD,NXH382,13,21,11,891.1,9802.1,525.749,Livepath Corp,Product 21,Jonesboro,Craighead County,AR,Arkansas,City,35.8423,-90.70428,870,73907,27335,41688,208130553,1488060,America/Chicago,Arkansas
29323,SO - 0005517,2015-11-24,116,Distributor,USD,AXW291,260,17,12,1058.6000000000001,12703.2,635.1600000000001,Epic Group,Product 17,Milford (Town),New Haven County,CT,Connecticut,Town,41.22509,-73.06111,203,53592,21255,80247,57442071,10218658,America/New York,Connecticut
29324,SO - 0005561,2015-11-24,7,Distributor,USD,AXW291,330,13,10,3618.0,36180.0,2930.5800000000004,Skidoo Company,Product 13,Plantation,Broward County,FL,Florida,City,26.12759,-80.2331,954,92560,33208,66647,56037359,773422,America/New York,Florida
29325,SO - 0005966,2015-11-24,99,Export,USD,FLR025,610,1,8,1795.6000000000001,14364.800000000001,772.1080000000001,Flipbug Ltd,Product 1,Westland,Wayne County,MI,Michigan,City,42.3242,-83.40021,734,82000,33717,44641,52900386,39575,America/Detroit,Michigan
29326,SO - 0006472,2015-11-24,40,Wholesale,USD,AXW291,479,15,11,2907.8,31985.800000000003,1570.2120000000002,Twinte Group,Product 15,Concord,Elkhart County,IN,Indiana,Township,41.65183,-85.94312,574,55462,19401,38285,92971376,1798524,America/Indiana/Indianapolis,Indiana
29327,SO - 0006558,2015-11-24,129,Distributor,USD,FLR025,172,25,5,1132.3,5661.5,781.2869999999999,Sanum-Kehl Group,Product 25,Sacramento,Sacramento County,CA,California,City,38.58157,-121.4944,530,490712,178185,50739,253621861,5651667,America/Los Angeles,California
29328,SO - 0007741,2015-11-24,137,Distributor,USD,AXW291,890,25,12,3658.2000000000003,43898.4,2780.2320000000004,Aldi Ltd,Product 25,Laredo,Webb County,TX,Texas,City,27.50641,-99.50754,956,255473,66308,39711,261900969,3788915,America/Chicago,Texas
29329,SO - 0008048,2015-11-24,133,Distributor,USD,GUT930,280,19,5,1755.4,8777.0,1351.6580000000001,Mydo Corp,Product 19,Boca Raton,Palm Beach County,FL,Florida,City,26.35869,-80.0831,561,93235,37224,70638,75943092,5106264,America/New York,Florida
29330,SO - 0008075,2015-11-24,155,Wholesale,USD,AXW291,646,22,7,790.6,5534.2,490.172,Zoomdog Corp,Product 22,Jackson,Rankin County/Hinds County/Madison County,MS,Mississippi,City,32.31583,-90.21282,769,170674,62671,32250,287614760,5655837,America/Chicago,Mississippi
29331,SO - 000249,2015-11-24,28,Wholesale,USD,FLR025,395,16,12,227.8,2733.6000000000004,100.232,Army Group,Product 16,Bloomingdale (Township),DuPage County,IL,Illinois,Township,41.94563,-88.08462,630,113024,40097,68474,88284784,3206299,America/Chicago,Illinois
29332,SO - 0003797,2015-11-24,140,Distributor,USD,FLR025,285,20,11,4006.6,44072.6,2844.6859999999997,Safecor Corp,Product 20,Cape Coral,Lee County,FL,Florida,City,26.56285,-81.94953,941,175229,58967,50536,273544395,35010453,America/New York,Florida
29333,SO - 0005011,2015-11-24,62,Wholesale,USD,AXW291,155,9,10,1005.0,10050.0,592.9499999999999,Topiczoom Corp,Product 9,Pleasanton,Alameda County,CA,California,City,37.66243,-121.87468,925,79510,26020,124759,62489257,386195,America/Los Angeles,California
29334,SO - 0006005,2015-11-24,67,Export,USD,AXW291,124,14,9,2512.5,22612.5,1231.125,Skyble Corp,Product 14,Manteca,San Joaquin County,CA,California,City,37.79743,-121.21605,209,75448,22639,62364,53215594,61889,America/Los Angeles,California
29335,SO - 0010452,2015-11-24,73,Wholesale,USD,GUT930,916,12,6,194.3,1165.8000000000002,110.75099999999999,Deseret Group,Product 12,San Marcos,Caldwell County/Hays County/Guadalupe County,TX,Texas,City,29.8729,-97.93773,512,60684,20155,28923,88382513,343883,America/Chicago,Texas
29336,SO - 0010622,2015-11-24,27,Wholesale,USD,AXW291,114,15,10,877.7,8777.0,561.7280000000001,Wise Company,Product 15,Lake Forest,Orange County,CA,California,City,33.64697,-117.68922,949,82492,27044,91254,43081766,198785,America/Los Angeles,California
29337,SO - 0008247,2015-11-24,139,Wholesale,USD,AXW291,723,25,6,2432.1,14592.599999999999,1361.976,Zoomzone Corp,Product 25,Las Vegas,Clark County,NV,Nevada,City,36.17497,-115.13722,702,623747,215614,50202,348034258,133982,America/Los Angeles,Nevada
29338,SO - 000586,2015-11-25,130,Distributor,USD,AXW291,500,14,8,1031.8,8254.4,825.44,Jayo Company,Product 14,Noblesville (Township),Hamilton County,IN,Indiana,Township,40.05365,-86.02173,317,56473,20007,71491,121232710,5969186,America/Indiana/Indianapolis,Indiana
29339,SO - 0001520,2015-11-25,129,Distributor,USD,AXW291,768,21,9,2579.5,23215.5,1599.29,Sanum-Kehl Group,Product 21,Tonawanda (CDP),Erie County,NY,New York,CDP,43.02033,-78.88032,716,58204,25691,54345,44804907,3998029,America/New York,New York
29340,SO - 0003429,2015-11-25,105,Wholesale,USD,AXW291,850,19,5,6411.900000000001,32059.500000000004,3911.2590000000005,Oozz Group,Product 19,Jackson,Madison County,TN,Tennessee,City,35.61452,-88.81395,731,66975,25128,38153,151387241,29674,America/Chicago,Tennessee
29341,SO - 0007061,2015-11-25,174,Wholesale,USD,AXW291,872,22,9,2599.6,23396.399999999998,2209.66,Tekfly Group,Product 22,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago,Texas
29342,SO - 0007765,2015-11-25,16,Distributor,USD,AXW291,191,22,8,1085.4,8683.2,477.576,Arbor Company,Product 22,Santa Monica,Los Angeles County,CA,California,City,34.01945,-118.49119,424,93220,46688,76580,21795228,3025,America/Los Angeles,California
29343,SO - 0009860,2015-11-25,66,Wholesale,USD,AXW291,536,6,9,1018.4,9165.6,712.88,Bluezoom Group,Product 6,New Orleans,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,504,389617,153140,36792,438799508,467299606,America/Chicago,Louisiana
29344,SO - 0008112,2015-11-25,159,Distributor,USD,AXW291,302,5,10,1011.7,10117.0,667.7220000000001,Quaxo Ltd,Product 5,Homestead,Miami-Dade County,FL,Florida,City,25.46872,-80.47756,305,66498,19154,40959,39204022,1231550,America/New York,Florida
29345,SO - 0010311,2015-11-25,23,Wholesale,USD,GUT930,525,15,8,1058.6000000000001,8468.800000000001,508.12800000000004,Devpoint Group,Product 15,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,316,389965,150683,45947,415365564,11294497,America/Chicago,Kansas
29346,SO - 0001221,2015-11-25,52,Distributor,USD,FLR025,488,19,8,6505.7,52045.6,4293.762,Avamba Company,Product 19,Greenwood,Johnson County,IN,Indiana,City,39.61366,-86.10665,317,55586,20975,54176,72276415,1883,America/Indiana/Indianapolis,Indiana
29347,SO - 0001297,2015-11-25,1,Distributor,USD,NXH382,135,27,5,3819.0,19095.0,2367.78,Geiss Company,Product 27,Napa,Napa County,CA,California,City,38.29714,-122.28553,707,80434,28356,68038,46008744,735220,America/Los Angeles,California
29348,SO - 0002770,2015-11-25,132,Wholesale,USD,FLR025,283,16,7,234.5,1641.5,166.495,CLINIQUE Ltd,Product 16,Bradenton,Manatee County,FL,Florida,City,27.49893,-82.57482,941,54437,20649,40227,37010957,7032997,America/New York,Florida
29349,SO - 0003052,2015-11-25,53,Wholesale,USD,AXW291,525,14,8,958.1,7664.8,756.899,Kare Corp,Product 14,Wichita,Sedgwick County,KS,Kansas,City,37.69224,-97.33754,316,389965,150683,45947,415365564,11294497,America/Chicago,Kansas
29350,SO - 0003404,2015-11-25,150,Distributor,USD,GUT930,915,25,7,6351.6,44461.200000000004,2921.7360000000003,Zooxo Ltd,Product 25,San Antonio,Bexar County/Comal County/Medina County,TX,Texas,City,29.4724,-98.52514,210,1469845,488645,46744,1193951388,14825948,America/Chicago,Texas
29351,SO - 0004579,2015-11-25,170,Export,USD,AXW291,812,3,10,4006.6,40066.0,1762.904,SEINDNI Corp,Product 3,Hillsboro,Washington County,OR,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles,Oregon
29352,SO - 0005651,2015-11-25,15,Export,USD,AXW291,591,14,10,1051.9,10519.0,704.7730000000001,Centizu Company,Product 14,Grand Rapids,Kent County,MI,Michigan,City,42.96336,-85.66809,616,195097,73026,40355,115103540,2252017,America/Detroit,Michigan
29353,SO - 0008109,2015-11-25,146,Distributor,USD,AXW291,787,15,6,5333.2,31999.199999999997,4426.556,Vimbo Company,Product 15,Lorain,Lorain County,OH,Ohio,City,41.45282,-82.18237,440,63647,25218,35042,61313519,1228516,America/New York,Ohio
29354,SO - 0010364,2015-11-25,67,Distributor,USD,AXW291,790,15,6,3899.4,23396.4,3275.496,Skyble Corp,Product 15,Plain,Stark County,OH,Ohio,Township,40.8686,-81.36892,330,52710,21793,53010,70706745,423066,America/New York,Ohio
29355,SO - 0010559,2015-11-25,73,Distributor,USD,AXW291,439,10,7,1902.8,13319.6,1065.568,Deseret Group,Product 10,Oak Park,Cook County,IL,Illinois,Village,41.88503,-87.7845,708,52287,21612,80196,12172451,0,America/Chicago,Illinois
29356,SO - 0001362,2015-11-25,48,Wholesale,USD,NXH382,213,25,12,1132.3,13587.599999999999,520.858,Rochester Group,Product 25,Vista,San Diego County,CA,California,City,33.20004,-117.24254,760,100890,30451,50601,48380231,0,America/Los Angeles,California
29357,SO - 0002348,2015-11-25,76,Distributor,USD,AXW291,688,5,9,261.3,2351.7000000000003,143.71500000000003,NARS Group,Product 5,Hamilton,Mercer County,NJ,New Jersey,Township,40.20627,-74.67527,609,89030,33496,70996,102028629,2407916,America/New York,New Jersey
29358,SO - 0002398,2015-11-25,125,Wholesale,USD,AXW291,59,30,12,1996.6000000000001,23959.2,1637.212,Zooveo Company,Product 30,Chico,Butte County,CA,California,City,39.72849,-121.83748,530,90316,34791,42342,85341862,445536,America/Los Angeles,California
29359,SO - 0004687,2015-11-25,74,Wholesale,USD,NXH382,990,4,6,1065.3,6391.799999999999,767.016,Dazzlesphe Corp,Product 4,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,262,77742,29851,41455,40111757,8282116,America/Chicago,Wisconsin
29360,SO - 0008038,2015-11-25,154,Wholesale,USD,NXH382,754,4,5,1005.0,5025.0,452.25,GOOD Ltd,Product 4,New Rochelle,Westchester County,NY,New York,City,40.91149,-73.78235,914,79846,28279,70036,26807094,7472696,America/New York,New York
29361,SO - 0008520,2015-11-25,127,Wholesale,USD,GUT930,697,26,7,3879.3,27155.100000000002,2754.303,Topco Company,Product 26,Newark,Essex County,NJ,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,New Jersey
29362,SO - 0009926,2015-11-25,154,Wholesale,USD,FLR025,360,17,8,167.5,1340.0,77.05,GOOD Ltd,Product 17,Macon,Bibb County,GA,Georgia,Other,32.808840000000004,-83.69419,478,153515,57025,36568,645603627,14488557,America/New York,Georgia
29363,SO - 0009019,2015-11-25,113,Wholesale,USD,GUT930,345,5,11,1132.3,12455.3,634.0880000000001,Talane Group,Product 5,Tampa,Hillsborough County,FL,Florida,City,27.94752,-82.45843,813,369075,142232,44185,293748385,160056620,America/New York,Florida
29364,SO - 0009054,2015-11-25,17,Wholesale,USD,GUT930,175,4,11,3242.8,35670.8,2756.38,Liberty Group,Product 4,San Buenaventura (Ventura),Ventura County,CA,California,City,34.26778,-119.25421,805,109708,41029,66995,56500370,27033715,America/Los Angeles,California
29365,SO - 000489,2015-11-25,5,Distributor,USD,NXH382,278,25,6,1165.8,6994.799999999999,664.506,Blogtags Ltd,Product 25,Wilmington,New Castle County,DE,Delaware,City,39.74595,-75.54659,302,71948,28881,40465,28241488,15639762,America/New York,Delaware
29366,SO - 0001694,2015-11-25,45,Wholesale,USD,GUT930,379,25,7,1112.2,7785.400000000001,756.296,State Ltd,Product 25,West Des Moines,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,City,41.54994,-93.78135,515,64113,25884,71200,120659778,2534589,America/Chicago,Iowa
29367,SO - 0004427,2015-11-25,170,Wholesale,USD,FLR025,269,26,10,2974.8,29748.0,1665.8880000000001,SEINDNI Corp,Product 26,Stratford,Fairfield County,CT,Connecticut,Town,41.20569,-73.12799,203,52609,20714,66886,45291196,6294548,America/New York,Connecticut
29368,SO - 0004645,2015-11-25,159,Wholesale,USD,NXH382,704,26,8,5634.7,45077.6,3268.1259999999997,Quaxo Ltd,Product 26,Perth Amboy,Middlesex County,NJ,New Jersey,City,40.50677,-74.26542,848,52682,16269,44024,12174994,3168582,America/New York,New Jersey
29369,SO - 0006004,2015-11-25,90,Export,USD,AXW291,19,26,9,2244.5,20200.5,1683.375,Aimbo Corp,Product 26,Buckeye,Maricopa County,AZ,Arizona,City,33.37032,-112.58378,623,62138,15718,58939,1015960556,343920,America/Phoenix,Arizona
29370,SO - 0009297,2015-11-25,103,Wholesale,USD,AXW291,405,5,10,1058.6000000000001,10586.000000000002,529.3000000000001,Skajo Ltd,Product 5,Cicero (Township),Cook County,IL,Illinois,Township,41.84454,-87.75929,708,83886,21721,41866,15190700,0,America/Chicago,Illinois
29371,SO - 0008208,2015-11-25,36,Export,USD,GUT930,707,16,10,214.4,2144.0,109.34400000000001,Trunyx Ltd,Product 16,Toms River,Ocean County,NJ,New Jersey,CDP,39.95373,-74.19792,848,89459,33222,72196,101105740,4623453,America/New York,New Jersey
29372,SO - 000882,2015-11-25,157,Export,USD,GUT930,87,1,10,3859.2000000000003,38592.0,2315.52,Flipstorm Group,Product 1,Folsom,Sacramento County,CA,California,City,38.67796,-121.17606,916,76375,25879,100978,71762273,6107694,America/Los Angeles,California
29373,SO - 0005184,2015-11-25,108,Wholesale,USD,AXW291,31,25,8,3845.8,30766.4,2499.77,Vitz Company,Product 25,Phoenix,Maricopa County,AZ,Arizona,City,33.44838,-112.07404,602,1563025,525610,47326,1340692038,3247104,America/Phoenix,Arizona
29374,SO - 0005659,2015-11-25,93,Wholesale,USD,AXW291,167,2,5,3142.3,15711.5,2419.5710000000004,Meejo Corp,Product 2,Riverside,Riverside County,CA,California,City,33.95333,-117.39611,951,322424,91267,57196,210379895,801713,America/Los Angeles,California
29375,SO - 0006366,2015-11-25,151,Wholesale,USD,AXW291,292,14,5,1715.2,8576.0,1080.576,Snaptags Ltd,Product 14,Deerfield Beach,Broward County,FL,Florida,City,26.31841,-80.09977,954,79768,31915,40626,39084365,2996502,America/New York,Florida
29376,SO - 0010298,2015-11-25,112,Wholesale,USD,AXW291,990,15,8,2311.5,18492.0,1386.8999999999999,Skiptube Ltd,Product 15,Racine,Racine County,WI,Wisconsin,City,42.72613,-87.78285,262,77742,29851,41455,40111757,8282116,America/Chicago,Wisconsin
29377,SO - 0009277,2015-11-25,5,Distributor,USD,AXW291,584,25,6,3390.2000000000003,20341.2,1966.316,Blogtags Ltd,Product 25,Clinton,Macomb County,MI,Michigan,Charter Township,42.59034,-82.91695,586,99889,42792,48466,72788664,729566,America/Detroit,Michigan
29378,SO - 0001337,2015-11-25,93,Wholesale,USD,NXH382,903,20,6,268.0,1608.0,125.96,Meejo Corp,Product 20,North Richland Hills,Tarrant County,TX,Texas,City,32.8343,-97.2289,682,69204,24963,63766,46956207,113480,America/Chicago,Texas
29379,SO - 0002217,2015-11-25,133,Wholesale,USD,AXW291,96,19,9,1098.8,9889.199999999999,483.472,Mydo Corp,Product 19,Glendale,Los Angeles County,CA,California,City,34.14251,-118.25508,818,201020,71498,52574,78818661,337115,America/Los Angeles,California
29380,SO - 0002954,2015-11-25,19,Wholesale,USD,NXH382,757,3,5,3899.4,19497.0,3119.5200000000004,Roberts Company,Product 3,Orangetown,Rockland County,NY,New York,Town,41.05369,-73.94809,845,50479,17922,92257,62323817,18826240,America/New York,New York
29381,SO - 0004596,2015-11-25,116,Distributor,USD,NXH382,12,25,5,1078.7,5393.5,690.368,Epic Group,Product 25,Fort Smith,Sebastian County,AR,Arkansas,City,35.38592,-94.39855,501,88194,34780,35096,163578424,12876310,America/Chicago,Arkansas
29382,SO - 0005459,2015-11-25,41,Distributor,USD,GUT930,714,17,12,3859.2000000000003,46310.4,2585.664,Pixoboo Corp,Product 17,West New York,Hudson County,NJ,New Jersey,Town,40.78788,-74.01431,551,53366,19161,45370,2575149,864403,America/New York,New Jersey
29383,SO - 0007616,2015-11-25,161,Distributor,USD,AXW291,661,15,10,1139.0,11390.0,455.6,Aveda Group,Product 15,Greenville,Pitt County,NC,North Carolina,City,35.61266,-77.36635,252,90597,35367,34435,90639335,1957937,America/New York,North Carolina
29384,SO - 0010248,2015-11-25,30,Wholesale,USD,AXW291,315,24,6,194.3,1165.8000000000002,157.383,Shuffledri Group,Product 24,Miami Beach,Miami-Dade County,FL,Florida,City,25.79065,-80.13005,305,92312,43266,44342,19903821,19510956,America/New York,Florida
29385,SO - 000880,2015-11-26,36,Wholesale,USD,AXW291,818,4,9,6123.8,55114.200000000004,4960.278,Trunyx Ltd,Product 4,Abington,Montgomery County,PA,Pennsylvania,Township,40.11242,-75.11564,445,55590,20911,77014,40200007,613,America/New York,Pennsylvania
29386,SO - 0001806,2015-11-26,13,Export,USD,AXW291,109,28,10,3926.2000000000003,39262.0,3219.484,Nexus Group,Product 28,Irvine,Orange County,CA,California,City,33.66946,-117.82311,949,256927,87235,92278,169856564,885912,America/Los Angeles,California
29387,SO - 0002050,2015-11-26,155,Distributor,USD,AXW291,270,2,12,931.3000000000001,11175.6,540.154,Zoomdog Corp,Product 2,Stratford (CDP),Fairfield County,CT,Connecticut,CDP,41.18454,-73.13317,203,52092,20714,66886,45291196,6294548,America/New York,Connecticut
29388,SO - 0002400,2015-11-26,160,Export,USD,AXW291,397,11,10,1005.0,10050.0,693.4499999999999,Browsebug Company,Product 11,Bloomington City,McLean County,IL,Illinois,Township,40.47578,-88.96991,309,78292,31110,62254,70308044,24508,America/Chicago,Illinois
29389,SO - 0003737,2015-11-26,76,Distributor,USD,AXW291,117,25,6,2311.5,13869.0,1733.625,NARS Group,Product 25,Lancaster,Los Angeles County,CA,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,California
